player_id,operator_name,product,tracking_id,card_id,registration_date,ftd_date,commission_per_ftd,commission_earned,currency,tracking_id_date,tracking_id_card_id,tracking_id_campaign_id,fx_to_gbp,commission_earned_gbp,commission_per_ftd_gbp
PLY0003990,RoyalPlex,Sportsbook,250330411003,411,2025-03-30,,225,0,EUR,250330,411,003,0.86,0.0,193.5
PLY0003985,RoyalPlex,Casino,250330402002,402,2025-03-30,,150,0,EUR,250330,402,002,0.86,0.0,129.0
PLY0003984,RoyalPlex,Casino,250330402002,402,2025-03-30,,150,0,EUR,250330,402,002,0.86,0.0,129.0
PLY0003983,RoyalPlex,Casino,250330402002,402,2025-03-30,,150,0,EUR,250330,402,002,0.86,0.0,129.0
PLY0003977,RoyalPlex,Casino,250330401001,401,2025-03-30,,150,0,EUR,250330,401,001,0.86,0.0,129.0
PLY0003981,RoyalPlex,Casino,250330401001,401,2025-03-30,,150,0,EUR,250330,401,001,0.86,0.0,129.0
PLY0003978,RoyalPlex,Casino,250330401001,401,2025-03-30,,150,0,EUR,250330,401,001,0.86,0.0,129.0
PLY0003982,RoyalPlex,Casino,250330401001,401,2025-03-30,,150,0,EUR,250330,401,001,0.86,0.0,129.0
PLY0003976,RoyalPlex,Casino,250330401001,401,2025-03-30,,150,0,EUR,250330,401,001,0.86,0.0,129.0
PLY0003979,RoyalPlex,Casino,250330401001,401,2025-03-30,,150,0,EUR,250330,401,001,0.86,0.0,129.0
PLY0003980,RoyalPlex,Casino,250330401001,401,2025-03-30,,150,0,EUR,250330,401,001,0.86,0.0,129.0
PLY0003975,StarStake,,250329603003,603,2025-03-29,,300,0,USD,250329,603,003,0.79,0.0,237.0
PLY0003974,StarStake,,250329603003,603,2025-03-29,,300,0,USD,250329,603,003,0.79,0.0,237.0
PLY0003973,StarStake,,250329603003,603,2025-03-29,,300,0,USD,250329,603,003,0.79,0.0,237.0
PLY0003972,StarStake,,250329603003,603,2025-03-29,,300,0,USD,250329,603,003,0.79,0.0,237.0
PLY0003970,StarStake,,250329602002,602,2025-03-29,,300,0,USD,250329,602,002,0.79,0.0,237.0
PLY0003967,StarStake,,250329602002,602,2025-03-29,,300,0,USD,250329,602,002,0.79,0.0,237.0
PLY0003966,StarStake,,250329602002,602,2025-03-29,,300,0,USD,250329,602,002,0.79,0.0,237.0
PLY0003971,StarStake,,250329602002,602,2025-03-29,,300,0,USD,250329,602,002,0.79,0.0,237.0
PLY0003968,StarStake,,250329602002,602,2025-03-29,,300,0,USD,250329,602,002,0.79,0.0,237.0
PLY0003969,StarStake,,250329602002,602,2025-03-29,,300,0,USD,250329,602,002,0.79,0.0,237.0
PLY0003963,StarStake,,250329601001,601,2025-03-29,,300,0,USD,250329,601,001,0.79,0.0,237.0
PLY0003964,StarStake,,250329601001,601,2025-03-29,,300,0,USD,250329,601,001,0.79,0.0,237.0
PLY0003962,StarStake,,250329601001,601,2025-03-29,,300,0,USD,250329,601,001,0.79,0.0,237.0
PLY0003965,StarStake,,250329601001,601,2025-03-29,,300,0,USD,250329,601,001,0.79,0.0,237.0
PLY0003961,StarStake,,250329601001,601,2025-03-29,,300,0,USD,250329,601,001,0.79,0.0,237.0
PLY0003960,BlazeWin,,250329503003,503,2025-03-29,,190,0,EUR,250329,503,003,0.86,0.0,163.4
PLY0003958,BlazeWin,,250329503003,503,2025-03-29,,190,0,EUR,250329,503,003,0.86,0.0,163.4
PLY0003959,BlazeWin,,250329503003,503,2025-03-29,,190,0,EUR,250329,503,003,0.86,0.0,163.4
PLY0003957,BlazeWin,,250329503003,503,2025-03-29,,190,0,EUR,250329,503,003,0.86,0.0,163.4
PLY0003956,BlazeWin,,250329502002,502,2025-03-29,,190,0,EUR,250329,502,002,0.86,0.0,163.4
PLY0003954,BlazeWin,,250329502002,502,2025-03-29,,190,0,EUR,250329,502,002,0.86,0.0,163.4
PLY0003955,BlazeWin,,250329502002,502,2025-03-29,,190,0,EUR,250329,502,002,0.86,0.0,163.4
PLY0003952,BlazeWin,,250329501001,501,2025-03-29,,190,0,EUR,250329,501,001,0.86,0.0,163.4
PLY0003953,BlazeWin,,250329501001,501,2025-03-29,,190,0,EUR,250329,501,001,0.86,0.0,163.4
PLY0003951,BlazeWin,,250329501001,501,2025-03-29,,190,0,EUR,250329,501,001,0.86,0.0,163.4
PLY0003950,RoyalPlex,Sportsbook,250329411003,411,2025-03-29,,225,0,EUR,250329,411,003,0.86,0.0,193.5
PLY0003947,RoyalPlex,Sportsbook,250329411003,411,2025-03-29,,225,0,EUR,250329,411,003,0.86,0.0,193.5
PLY0003946,RoyalPlex,Sportsbook,250329411003,411,2025-03-29,,225,0,EUR,250329,411,003,0.86,0.0,193.5
PLY0003949,RoyalPlex,Sportsbook,250329411003,411,2025-03-29,,225,0,EUR,250329,411,003,0.86,0.0,193.5
PLY0003948,RoyalPlex,Sportsbook,250329411003,411,2025-03-29,,225,0,EUR,250329,411,003,0.86,0.0,193.5
PLY0003945,RoyalPlex,Sportsbook,250329411003,411,2025-03-29,,225,0,EUR,250329,411,003,0.86,0.0,193.5
PLY0003942,RoyalPlex,Casino,250329402002,402,2025-03-29,,150,0,EUR,250329,402,002,0.86,0.0,129.0
PLY0003939,RoyalPlex,Casino,250329402002,402,2025-03-29,,150,0,EUR,250329,402,002,0.86,0.0,129.0
PLY0003940,RoyalPlex,Casino,250329402002,402,2025-03-29,,150,0,EUR,250329,402,002,0.86,0.0,129.0
PLY0003941,RoyalPlex,Casino,250329402002,402,2025-03-29,,150,0,EUR,250329,402,002,0.86,0.0,129.0
PLY0003943,RoyalPlex,Casino,250329402002,402,2025-03-29,,150,0,EUR,250329,402,002,0.86,0.0,129.0
PLY0003944,RoyalPlex,Casino,250329402002,402,2025-03-29,,150,0,EUR,250329,402,002,0.86,0.0,129.0
PLY0003938,RoyalPlex,Casino,250329401001,401,2025-03-29,,150,0,EUR,250329,401,001,0.86,0.0,129.0
PLY0003937,RoyalPlex,Casino,250329401001,401,2025-03-29,2025-03-29,150,150,EUR,250329,401,001,0.86,129.0,129.0
PLY0003936,RoyalPlex,Casino,250329401001,401,2025-03-29,,150,0,EUR,250329,401,001,0.86,0.0,129.0
PLY0003931,StarStake,,250328603003,603,2025-03-28,,300,0,USD,250328,603,003,0.79,0.0,237.0
PLY0003932,StarStake,,250328603003,603,2025-03-28,,300,0,USD,250328,603,003,0.79,0.0,237.0
PLY0003930,StarStake,,250328603003,603,2025-03-28,,300,0,USD,250328,603,003,0.79,0.0,237.0
PLY0003934,StarStake,,250328603003,603,2025-03-28,,300,0,USD,250328,603,003,0.79,0.0,237.0
PLY0003933,StarStake,,250328603003,603,2025-03-28,,300,0,USD,250328,603,003,0.79,0.0,237.0
PLY0003935,StarStake,,250328603003,603,2025-03-28,,300,0,USD,250328,603,003,0.79,0.0,237.0
PLY0003927,StarStake,,250328602002,602,2025-03-28,,300,0,USD,250328,602,002,0.79,0.0,237.0
PLY0003925,StarStake,,250328602002,602,2025-03-28,,300,0,USD,250328,602,002,0.79,0.0,237.0
PLY0003926,StarStake,,250328602002,602,2025-03-28,,300,0,USD,250328,602,002,0.79,0.0,237.0
PLY0003928,StarStake,,250328602002,602,2025-03-28,,300,0,USD,250328,602,002,0.79,0.0,237.0
PLY0003923,StarStake,,250328602002,602,2025-03-28,,300,0,USD,250328,602,002,0.79,0.0,237.0
PLY0003924,StarStake,,250328602002,602,2025-03-28,,300,0,USD,250328,602,002,0.79,0.0,237.0
PLY0003929,StarStake,,250328602002,602,2025-03-28,,300,0,USD,250328,602,002,0.79,0.0,237.0
PLY0003922,StarStake,,250328601001,601,2025-03-28,,300,0,USD,250328,601,001,0.79,0.0,237.0
PLY0003919,StarStake,,250328601001,601,2025-03-28,,300,0,USD,250328,601,001,0.79,0.0,237.0
PLY0003918,StarStake,,250328601001,601,2025-03-28,,300,0,USD,250328,601,001,0.79,0.0,237.0
PLY0003921,StarStake,,250328601001,601,2025-03-28,,300,0,USD,250328,601,001,0.79,0.0,237.0
PLY0003920,StarStake,,250328601001,601,2025-03-28,,300,0,USD,250328,601,001,0.79,0.0,237.0
PLY0003913,BlazeWin,,250328503003,503,2025-03-28,,190,0,EUR,250328,503,003,0.86,0.0,163.4
PLY0003915,BlazeWin,,250328503003,503,2025-03-28,,190,0,EUR,250328,503,003,0.86,0.0,163.4
PLY0003917,BlazeWin,,250328503003,503,2025-03-28,,190,0,EUR,250328,503,003,0.86,0.0,163.4
PLY0003914,BlazeWin,,250328503003,503,2025-03-28,,190,0,EUR,250328,503,003,0.86,0.0,163.4
PLY0003916,BlazeWin,,250328503003,503,2025-03-28,,190,0,EUR,250328,503,003,0.86,0.0,163.4
PLY0003912,BlazeWin,,250328503003,503,2025-03-28,,190,0,EUR,250328,503,003,0.86,0.0,163.4
PLY0003911,BlazeWin,,250328503003,503,2025-03-28,,190,0,EUR,250328,503,003,0.86,0.0,163.4
PLY0003910,BlazeWin,,250328502002,502,2025-03-28,,190,0,EUR,250328,502,002,0.86,0.0,163.4
PLY0003907,BlazeWin,,250328502002,502,2025-03-28,,190,0,EUR,250328,502,002,0.86,0.0,163.4
PLY0003908,BlazeWin,,250328502002,502,2025-03-28,,190,0,EUR,250328,502,002,0.86,0.0,163.4
PLY0003909,BlazeWin,,250328502002,502,2025-03-28,,190,0,EUR,250328,502,002,0.86,0.0,163.4
PLY0003905,BlazeWin,,250328501001,501,2025-03-28,,190,0,EUR,250328,501,001,0.86,0.0,163.4
PLY0003904,BlazeWin,,250328501001,501,2025-03-28,,190,0,EUR,250328,501,001,0.86,0.0,163.4
PLY0003906,BlazeWin,,250328501001,501,2025-03-28,,190,0,EUR,250328,501,001,0.86,0.0,163.4
PLY0003903,BlazeWin,,250328501001,501,2025-03-28,,190,0,EUR,250328,501,001,0.86,0.0,163.4
PLY0003900,RoyalPlex,Sportsbook,250328411003,411,2025-03-28,,225,0,EUR,250328,411,003,0.86,0.0,193.5
PLY0003902,RoyalPlex,Sportsbook,250328411003,411,2025-03-28,,225,0,EUR,250328,411,003,0.86,0.0,193.5
PLY0003901,RoyalPlex,Sportsbook,250328411003,411,2025-03-28,,225,0,EUR,250328,411,003,0.86,0.0,193.5
PLY0003898,RoyalPlex,Casino,250328402002,402,2025-03-28,,150,0,EUR,250328,402,002,0.86,0.0,129.0
PLY0003899,RoyalPlex,Casino,250328402002,402,2025-03-28,,150,0,EUR,250328,402,002,0.86,0.0,129.0
PLY0003895,RoyalPlex,Casino,250328402002,402,2025-03-28,,150,0,EUR,250328,402,002,0.86,0.0,129.0
PLY0003897,RoyalPlex,Casino,250328402002,402,2025-03-28,2025-03-28,150,150,EUR,250328,402,002,0.86,129.0,129.0
PLY0003896,RoyalPlex,Casino,250328402002,402,2025-03-28,,150,0,EUR,250328,402,002,0.86,0.0,129.0
PLY0003894,RoyalPlex,Casino,250328402002,402,2025-03-28,,150,0,EUR,250328,402,002,0.86,0.0,129.0
PLY0003893,RoyalPlex,Casino,250328401001,401,2025-03-28,,150,0,EUR,250328,401,001,0.86,0.0,129.0
PLY0003892,RoyalPlex,Casino,250328401001,401,2025-03-28,,150,0,EUR,250328,401,001,0.86,0.0,129.0
PLY0003889,RoyalPlex,Casino,250328401001,401,2025-03-28,2025-03-31,150,150,EUR,250328,401,001,0.86,129.0,129.0
PLY0003890,RoyalPlex,Casino,250328401001,401,2025-03-28,,150,0,EUR,250328,401,001,0.86,0.0,129.0
PLY0003891,RoyalPlex,Casino,250328401001,401,2025-03-28,,150,0,EUR,250328,401,001,0.86,0.0,129.0
PLY0003887,StarStake,,250327603003,603,2025-03-27,,300,0,USD,250327,603,003,0.79,0.0,237.0
PLY0003888,StarStake,,250327603003,603,2025-03-27,,300,0,USD,250327,603,003,0.79,0.0,237.0
PLY0003886,StarStake,,250327603003,603,2025-03-27,2025-03-30,300,300,USD,250327,603,003,0.79,237.0,237.0
PLY0003885,StarStake,,250327603003,603,2025-03-27,2025-03-28,300,300,USD,250327,603,003,0.79,237.0,237.0
PLY0003884,StarStake,,250327602002,602,2025-03-27,,300,0,USD,250327,602,002,0.79,0.0,237.0
PLY0003883,StarStake,,250327602002,602,2025-03-27,,300,0,USD,250327,602,002,0.79,0.0,237.0
PLY0003882,StarStake,,250327602002,602,2025-03-27,,300,0,USD,250327,602,002,0.79,0.0,237.0
PLY0003881,StarStake,,250327602002,602,2025-03-27,2025-03-29,300,300,USD,250327,602,002,0.79,237.0,237.0
PLY0003876,StarStake,,250327601001,601,2025-03-27,,300,0,USD,250327,601,001,0.79,0.0,237.0
PLY0003877,StarStake,,250327601001,601,2025-03-27,,300,0,USD,250327,601,001,0.79,0.0,237.0
PLY0003880,StarStake,,250327601001,601,2025-03-27,,300,0,USD,250327,601,001,0.79,0.0,237.0
PLY0003878,StarStake,,250327601001,601,2025-03-27,,300,0,USD,250327,601,001,0.79,0.0,237.0
PLY0003875,StarStake,,250327601001,601,2025-03-27,2025-03-27,300,300,USD,250327,601,001,0.79,237.0,237.0
PLY0003879,StarStake,,250327601001,601,2025-03-27,2025-03-30,300,300,USD,250327,601,001,0.79,237.0,237.0
PLY0003874,StarStake,,250327601001,601,2025-03-27,,300,0,USD,250327,601,001,0.79,0.0,237.0
PLY0003869,BlazeWin,,250327503003,503,2025-03-27,,190,0,EUR,250327,503,003,0.86,0.0,163.4
PLY0003867,BlazeWin,,250327503003,503,2025-03-27,,190,0,EUR,250327,503,003,0.86,0.0,163.4
PLY0003873,BlazeWin,,250327503003,503,2025-03-27,,190,0,EUR,250327,503,003,0.86,0.0,163.4
PLY0003868,BlazeWin,,250327503003,503,2025-03-27,2025-03-27,190,190,EUR,250327,503,003,0.86,163.4,163.4
PLY0003871,BlazeWin,,250327503003,503,2025-03-27,,190,0,EUR,250327,503,003,0.86,0.0,163.4
PLY0003870,BlazeWin,,250327503003,503,2025-03-27,2025-03-27,190,190,EUR,250327,503,003,0.86,163.4,163.4
PLY0003872,BlazeWin,,250327503003,503,2025-03-27,,190,0,EUR,250327,503,003,0.86,0.0,163.4
PLY0003865,BlazeWin,,250327502002,502,2025-03-27,2025-03-28,190,190,EUR,250327,502,002,0.86,163.4,163.4
PLY0003864,BlazeWin,,250327502002,502,2025-03-27,,190,0,EUR,250327,502,002,0.86,0.0,163.4
PLY0003863,BlazeWin,,250327502002,502,2025-03-27,,190,0,EUR,250327,502,002,0.86,0.0,163.4
PLY0003862,BlazeWin,,250327502002,502,2025-03-27,,190,0,EUR,250327,502,002,0.86,0.0,163.4
PLY0003866,BlazeWin,,250327502002,502,2025-03-27,,190,0,EUR,250327,502,002,0.86,0.0,163.4
PLY0003861,BlazeWin,,250327501001,501,2025-03-27,,190,0,EUR,250327,501,001,0.86,0.0,163.4
PLY0003859,BlazeWin,,250327501001,501,2025-03-27,,190,0,EUR,250327,501,001,0.86,0.0,163.4
PLY0003856,BlazeWin,,250327501001,501,2025-03-27,,190,0,EUR,250327,501,001,0.86,0.0,163.4
PLY0003857,BlazeWin,,250327501001,501,2025-03-27,,190,0,EUR,250327,501,001,0.86,0.0,163.4
PLY0003858,BlazeWin,,250327501001,501,2025-03-27,,190,0,EUR,250327,501,001,0.86,0.0,163.4
PLY0003860,BlazeWin,,250327501001,501,2025-03-27,,190,0,EUR,250327,501,001,0.86,0.0,163.4
PLY0003854,RoyalPlex,Sportsbook,250327411003,411,2025-03-27,,225,0,EUR,250327,411,003,0.86,0.0,193.5
PLY0003851,RoyalPlex,Sportsbook,250327411003,411,2025-03-27,,225,0,EUR,250327,411,003,0.86,0.0,193.5
PLY0003850,RoyalPlex,Sportsbook,250327411003,411,2025-03-27,,225,0,EUR,250327,411,003,0.86,0.0,193.5
PLY0003855,RoyalPlex,Sportsbook,250327411003,411,2025-03-27,2025-03-28,225,225,EUR,250327,411,003,0.86,193.5,193.5
PLY0003853,RoyalPlex,Sportsbook,250327411003,411,2025-03-27,,225,0,EUR,250327,411,003,0.86,0.0,193.5
PLY0003852,RoyalPlex,Sportsbook,250327411003,411,2025-03-27,,225,0,EUR,250327,411,003,0.86,0.0,193.5
PLY0003845,RoyalPlex,Casino,250327402002,402,2025-03-27,,150,0,EUR,250327,402,002,0.86,0.0,129.0
PLY0003847,RoyalPlex,Casino,250327402002,402,2025-03-27,2025-03-31,150,150,EUR,250327,402,002,0.86,129.0,129.0
PLY0003846,RoyalPlex,Casino,250327402002,402,2025-03-27,,150,0,EUR,250327,402,002,0.86,0.0,129.0
PLY0003848,RoyalPlex,Casino,250327402002,402,2025-03-27,,150,0,EUR,250327,402,002,0.86,0.0,129.0
PLY0003849,RoyalPlex,Casino,250327402002,402,2025-03-27,,150,0,EUR,250327,402,002,0.86,0.0,129.0
PLY0003840,RoyalPlex,Casino,250327401001,401,2025-03-27,,150,0,EUR,250327,401,001,0.86,0.0,129.0
PLY0003843,RoyalPlex,Casino,250327401001,401,2025-03-27,,150,0,EUR,250327,401,001,0.86,0.0,129.0
PLY0003842,RoyalPlex,Casino,250327401001,401,2025-03-27,2025-03-28,150,150,EUR,250327,401,001,0.86,129.0,129.0
PLY0003841,RoyalPlex,Casino,250327401001,401,2025-03-27,,150,0,EUR,250327,401,001,0.86,0.0,129.0
PLY0003844,RoyalPlex,Casino,250327401001,401,2025-03-27,,150,0,EUR,250327,401,001,0.86,0.0,129.0
PLY0003839,StarStake,,250326603003,603,2025-03-26,,300,0,USD,250326,603,003,0.79,0.0,237.0
PLY0003837,StarStake,,250326603003,603,2025-03-26,,300,0,USD,250326,603,003,0.79,0.0,237.0
PLY0003838,StarStake,,250326603003,603,2025-03-26,,300,0,USD,250326,603,003,0.79,0.0,237.0
PLY0003835,StarStake,,250326602002,602,2025-03-26,,300,0,USD,250326,602,002,0.79,0.0,237.0
PLY0003836,StarStake,,250326602002,602,2025-03-26,,300,0,USD,250326,602,002,0.79,0.0,237.0
PLY0003834,StarStake,,250326602002,602,2025-03-26,2025-03-29,300,300,USD,250326,602,002,0.79,237.0,237.0
PLY0003831,StarStake,,250326601001,601,2025-03-26,,300,0,USD,250326,601,001,0.79,0.0,237.0
PLY0003828,StarStake,,250326601001,601,2025-03-26,2025-03-31,300,300,USD,250326,601,001,0.79,237.0,237.0
PLY0003832,StarStake,,250326601001,601,2025-03-26,2025-03-29,300,300,USD,250326,601,001,0.79,237.0,237.0
PLY0003829,StarStake,,250326601001,601,2025-03-26,,300,0,USD,250326,601,001,0.79,0.0,237.0
PLY0003833,StarStake,,250326601001,601,2025-03-26,,300,0,USD,250326,601,001,0.79,0.0,237.0
PLY0003830,StarStake,,250326601001,601,2025-03-26,2025-03-29,300,300,USD,250326,601,001,0.79,237.0,237.0
PLY0003825,BlazeWin,,250326503003,503,2025-03-26,,190,0,EUR,250326,503,003,0.86,0.0,163.4
PLY0003824,BlazeWin,,250326503003,503,2025-03-26,,190,0,EUR,250326,503,003,0.86,0.0,163.4
PLY0003823,BlazeWin,,250326503003,503,2025-03-26,2025-03-30,190,190,EUR,250326,503,003,0.86,163.4,163.4
