player_id,operator_name,product,tracking_id,card_id,registration_date,ftd_date,commission_per_ftd,commission_earned,currency
PLY0003998,BlazeWin,,250330502002,502,30/03/2025,,190,0,EUR
PLY0004000,BlazeWin,,250330502002,502,30/03/2025,,190,0,EUR
PLY0004001,BlazeWin,,250330502002,502,30/03/2025,,190,0,EUR
PLY0003999,BlazeWin,,250330502002,502,30/03/2025,,190,0,EUR
PLY0003993,BlazeWin,,250330501001,501,30/03/2025,,190,0,EUR
PLY0003997,BlazeWin,,250330501001,501,30/03/2025,,190,0,EUR
PLY0003996,BlazeWin,,250330501001,501,30/03/2025,,190,0,EUR
PLY0003995,BlazeWin,,250330501001,501,30/03/2025,,190,0,EUR
PLY0003994,BlazeWin,,250330501001,501,30/03/2025,,190,0,EUR
PLY0003987,RoyalPlex,Sportsbook,250330411003,411,30/03/2025,31/03/2025,225,225,EUR
PLY0003991,RoyalPlex,Sportsbook,250330411003,411,30/03/2025,,225,0,EUR
PLY0003986,RoyalPlex,Sportsbook,250330411003,411,30/03/2025,,225,0,EUR
PLY0003989,RoyalPlex,Sportsbook,250330411003,411,30/03/2025,,225,0,EUR
PLY0003992,RoyalPlex,Sportsbook,250330411003,411,30/03/2025,,225,0,EUR
PLY0003988,RoyalPlex,Sportsbook,250330411003,411,30/03/2025,,225,0,EUR
PLY0003990,RoyalPlex,Sportsbook,250330411003,411,30/03/2025,,225,0,EUR
PLY0003985,RoyalPlex,Casino,250330402002,402,30/03/2025,,150,0,EUR
PLY0003984,RoyalPlex,Casino,250330402002,402,30/03/2025,,150,0,EUR
PLY0003983,RoyalPlex,Casino,250330402002,402,30/03/2025,,150,0,EUR
PLY0003977,RoyalPlex,Casino,250330401001,401,30/03/2025,,150,0,EUR
PLY0003981,RoyalPlex,Casino,250330401001,401,30/03/2025,,150,0,EUR
PLY0003978,RoyalPlex,Casino,250330401001,401,30/03/2025,,150,0,EUR
PLY0003982,RoyalPlex,Casino,250330401001,401,30/03/2025,,150,0,EUR
PLY0003976,RoyalPlex,Casino,250330401001,401,30/03/2025,,150,0,EUR
PLY0003979,RoyalPlex,Casino,250330401001,401,30/03/2025,,150,0,EUR
PLY0003980,RoyalPlex,Casino,250330401001,401,30/03/2025,,150,0,EUR
PLY0003975,StarStake,,250329603003,603,29/03/2025,,300,0,USD
PLY0003974,StarStake,,250329603003,603,29/03/2025,,300,0,USD
PLY0003973,StarStake,,250329603003,603,29/03/2025,,300,0,USD
PLY0003972,StarStake,,250329603003,603,29/03/2025,,300,0,USD
PLY0003970,StarStake,,250329602002,602,29/03/2025,,300,0,USD
PLY0003967,StarStake,,250329602002,602,29/03/2025,,300,0,USD
PLY0003966,StarStake,,250329602002,602,29/03/2025,,300,0,USD
PLY0003971,StarStake,,250329602002,602,29/03/2025,,300,0,USD
PLY0003968,StarStake,,250329602002,602,29/03/2025,,300,0,USD
PLY0003969,StarStake,,250329602002,602,29/03/2025,,300,0,USD
PLY0003963,StarStake,,250329601001,601,29/03/2025,,300,0,USD
PLY0003964,StarStake,,250329601001,601,29/03/2025,,300,0,USD
PLY0003962,StarStake,,250329601001,601,29/03/2025,,300,0,USD
PLY0003965,StarStake,,250329601001,601,29/03/2025,,300,0,USD
PLY0003961,StarStake,,250329601001,601,29/03/2025,,300,0,USD
PLY0003960,BlazeWin,,250329503003,503,29/03/2025,,190,0,EUR
PLY0003958,BlazeWin,,250329503003,503,29/03/2025,,190,0,EUR
PLY0003959,BlazeWin,,250329503003,503,29/03/2025,,190,0,EUR
PLY0003957,BlazeWin,,250329503003,503,29/03/2025,,190,0,EUR
PLY0003956,BlazeWin,,250329502002,502,29/03/2025,,190,0,EUR
PLY0003954,BlazeWin,,250329502002,502,29/03/2025,,190,0,EUR
PLY0003955,BlazeWin,,250329502002,502,29/03/2025,,190,0,EUR
PLY0003952,BlazeWin,,250329501001,501,29/03/2025,,190,0,EUR
PLY0003953,BlazeWin,,250329501001,501,29/03/2025,,190,0,EUR
PLY0003951,BlazeWin,,250329501001,501,29/03/2025,,190,0,EUR
PLY0003950,RoyalPlex,Sportsbook,250329411003,411,29/03/2025,,225,0,EUR
PLY0003947,RoyalPlex,Sportsbook,250329411003,411,29/03/2025,,225,0,EUR
PLY0003946,RoyalPlex,Sportsbook,250329411003,411,29/03/2025,,225,0,EUR
PLY0003949,RoyalPlex,Sportsbook,250329411003,411,29/03/2025,,225,0,EUR
PLY0003948,RoyalPlex,Sportsbook,250329411003,411,29/03/2025,,225,0,EUR
PLY0003945,RoyalPlex,Sportsbook,250329411003,411,29/03/2025,,225,0,EUR
PLY0003942,RoyalPlex,Casino,250329402002,402,29/03/2025,,150,0,EUR
PLY0003939,RoyalPlex,Casino,250329402002,402,29/03/2025,,150,0,EUR
PLY0003940,RoyalPlex,Casino,250329402002,402,29/03/2025,,150,0,EUR
PLY0003941,RoyalPlex,Casino,250329402002,402,29/03/2025,,150,0,EUR
PLY0003943,RoyalPlex,Casino,250329402002,402,29/03/2025,,150,0,EUR
PLY0003944,RoyalPlex,Casino,250329402002,402,29/03/2025,,150,0,EUR
PLY0003938,RoyalPlex,Casino,250329401001,401,29/03/2025,,150,0,EUR
PLY0003937,RoyalPlex,Casino,250329401001,401,29/03/2025,29/03/2025,150,150,EUR
PLY0003936,RoyalPlex,Casino,250329401001,401,29/03/2025,,150,0,EUR
PLY0003931,StarStake,,250328603003,603,28/03/2025,,300,0,USD
PLY0003932,StarStake,,250328603003,603,28/03/2025,,300,0,USD
PLY0003930,StarStake,,250328603003,603,28/03/2025,,300,0,USD
PLY0003934,StarStake,,250328603003,603,28/03/2025,,300,0,USD
PLY0003933,StarStake,,250328603003,603,28/03/2025,,300,0,USD
PLY0003935,StarStake,,250328603003,603,28/03/2025,,300,0,USD
PLY0003927,StarStake,,250328602002,602,28/03/2025,,300,0,USD
PLY0003925,StarStake,,250328602002,602,28/03/2025,,300,0,USD
PLY0003926,StarStake,,250328602002,602,28/03/2025,,300,0,USD
PLY0003928,StarStake,,250328602002,602,28/03/2025,,300,0,USD
PLY0003923,StarStake,,250328602002,602,28/03/2025,,300,0,USD
PLY0003924,StarStake,,250328602002,602,28/03/2025,,300,0,USD
PLY0003929,StarStake,,250328602002,602,28/03/2025,,300,0,USD
PLY0003922,StarStake,,250328601001,601,28/03/2025,,300,0,USD
PLY0003919,StarStake,,250328601001,601,28/03/2025,,300,0,USD
PLY0003918,StarStake,,250328601001,601,28/03/2025,,300,0,USD
PLY0003921,StarStake,,250328601001,601,28/03/2025,,300,0,USD
PLY0003920,StarStake,,250328601001,601,28/03/2025,,300,0,USD
PLY0003913,BlazeWin,,250328503003,503,28/03/2025,,190,0,EUR
PLY0003915,BlazeWin,,250328503003,503,28/03/2025,,190,0,EUR
PLY0003917,BlazeWin,,250328503003,503,28/03/2025,,190,0,EUR
PLY0003914,BlazeWin,,250328503003,503,28/03/2025,,190,0,EUR
PLY0003916,BlazeWin,,250328503003,503,28/03/2025,,190,0,EUR
PLY0003912,BlazeWin,,250328503003,503,28/03/2025,,190,0,EUR
PLY0003911,BlazeWin,,250328503003,503,28/03/2025,,190,0,EUR
PLY0003910,BlazeWin,,250328502002,502,28/03/2025,,190,0,EUR
PLY0003907,BlazeWin,,250328502002,502,28/03/2025,,190,0,EUR
PLY0003908,BlazeWin,,250328502002,502,28/03/2025,,190,0,EUR
PLY0003909,BlazeWin,,250328502002,502,28/03/2025,,190,0,EUR
PLY0003905,BlazeWin,,250328501001,501,28/03/2025,,190,0,EUR
PLY0003904,BlazeWin,,250328501001,501,28/03/2025,,190,0,EUR
PLY0003906,BlazeWin,,250328501001,501,28/03/2025,,190,0,EUR
PLY0003903,BlazeWin,,250328501001,501,28/03/2025,,190,0,EUR
PLY0003900,RoyalPlex,Sportsbook,250328411003,411,28/03/2025,,225,0,EUR
PLY0003902,RoyalPlex,Sportsbook,250328411003,411,28/03/2025,,225,0,EUR
PLY0003901,RoyalPlex,Sportsbook,250328411003,411,28/03/2025,,225,0,EUR
PLY0003898,RoyalPlex,Casino,250328402002,402,28/03/2025,,150,0,EUR
PLY0003899,RoyalPlex,Casino,250328402002,402,28/03/2025,,150,0,EUR
PLY0003895,RoyalPlex,Casino,250328402002,402,28/03/2025,,150,0,EUR
PLY0003897,RoyalPlex,Casino,250328402002,402,28/03/2025,28/03/2025,150,150,EUR
PLY0003896,RoyalPlex,Casino,250328402002,402,28/03/2025,,150,0,EUR
PLY0003894,RoyalPlex,Casino,250328402002,402,28/03/2025,,150,0,EUR
PLY0003893,RoyalPlex,Casino,250328401001,401,28/03/2025,,150,0,EUR
PLY0003892,RoyalPlex,Casino,250328401001,401,28/03/2025,,150,0,EUR
PLY0003889,RoyalPlex,Casino,250328401001,401,28/03/2025,31/03/2025,150,150,EUR
PLY0003890,RoyalPlex,Casino,250328401001,401,28/03/2025,,150,0,EUR
PLY0003891,RoyalPlex,Casino,250328401001,401,28/03/2025,,150,0,EUR
PLY0003887,StarStake,,250327603003,603,27/03/2025,,300,0,USD
PLY0003888,StarStake,,250327603003,603,27/03/2025,,300,0,USD
PLY0003886,StarStake,,250327603003,603,27/03/2025,30/03/2025,300,300,USD
PLY0003885,StarStake,,250327603003,603,27/03/2025,28/03/2025,300,300,USD
PLY0003884,StarStake,,250327602002,602,27/03/2025,,300,0,USD
PLY0003883,StarStake,,250327602002,602,27/03/2025,,300,0,USD
PLY0003882,StarStake,,250327602002,602,27/03/2025,,300,0,USD
PLY0003881,StarStake,,250327602002,602,27/03/2025,29/03/2025,300,300,USD
PLY0003876,StarStake,,250327601001,601,27/03/2025,,300,0,USD
PLY0003877,StarStake,,250327601001,601,27/03/2025,,300,0,USD
PLY0003880,StarStake,,250327601001,601,27/03/2025,,300,0,USD
PLY0003878,StarStake,,250327601001,601,27/03/2025,,300,0,USD
PLY0003875,StarStake,,250327601001,601,27/03/2025,27/03/2025,300,300,USD
PLY0003879,StarStake,,250327601001,601,27/03/2025,30/03/2025,300,300,USD
PLY0003874,StarStake,,250327601001,601,27/03/2025,,300,0,USD
PLY0003869,BlazeWin,,250327503003,503,27/03/2025,,190,0,EUR
PLY0003867,BlazeWin,,250327503003,503,27/03/2025,,190,0,EUR
PLY0003873,BlazeWin,,250327503003,503,27/03/2025,,190,0,EUR
PLY0003868,BlazeWin,,250327503003,503,27/03/2025,27/03/2025,190,190,EUR
PLY0003871,BlazeWin,,250327503003,503,27/03/2025,,190,0,EUR
PLY0003870,BlazeWin,,250327503003,503,27/03/2025,27/03/2025,190,190,EUR
PLY0003872,BlazeWin,,250327503003,503,27/03/2025,,190,0,EUR
PLY0003865,BlazeWin,,250327502002,502,27/03/2025,28/03/2025,190,190,EUR
PLY0003864,BlazeWin,,250327502002,502,27/03/2025,,190,0,EUR
PLY0003863,BlazeWin,,250327502002,502,27/03/2025,,190,0,EUR
PLY0003862,BlazeWin,,250327502002,502,27/03/2025,,190,0,EUR
PLY0003866,BlazeWin,,250327502002,502,27/03/2025,,190,0,EUR
PLY0003861,BlazeWin,,250327501001,501,27/03/2025,,190,0,EUR
PLY0003859,BlazeWin,,250327501001,501,27/03/2025,,190,0,EUR
PLY0003856,BlazeWin,,250327501001,501,27/03/2025,,190,0,EUR
PLY0003857,BlazeWin,,250327501001,501,27/03/2025,,190,0,EUR
PLY0003858,BlazeWin,,250327501001,501,27/03/2025,,190,0,EUR
PLY0003860,BlazeWin,,250327501001,501,27/03/2025,,190,0,EUR
PLY0003854,RoyalPlex,Sportsbook,250327411003,411,27/03/2025,,225,0,EUR
PLY0003851,RoyalPlex,Sportsbook,250327411003,411,27/03/2025,,225,0,EUR
PLY0003850,RoyalPlex,Sportsbook,250327411003,411,27/03/2025,,225,0,EUR
PLY0003855,RoyalPlex,Sportsbook,250327411003,411,27/03/2025,28/03/2025,225,225,EUR
PLY0003853,RoyalPlex,Sportsbook,250327411003,411,27/03/2025,,225,0,EUR
PLY0003852,RoyalPlex,Sportsbook,250327411003,411,27/03/2025,,225,0,EUR
PLY0003845,RoyalPlex,Casino,250327402002,402,27/03/2025,,150,0,EUR
PLY0003847,RoyalPlex,Casino,250327402002,402,27/03/2025,31/03/2025,150,150,EUR
PLY0003846,RoyalPlex,Casino,250327402002,402,27/03/2025,,150,0,EUR
PLY0003848,RoyalPlex,Casino,250327402002,402,27/03/2025,,150,0,EUR
PLY0003849,RoyalPlex,Casino,250327402002,402,27/03/2025,,150,0,EUR
PLY0003840,RoyalPlex,Casino,250327401001,401,27/03/2025,,150,0,EUR
PLY0003843,RoyalPlex,Casino,250327401001,401,27/03/2025,,150,0,EUR
PLY0003842,RoyalPlex,Casino,250327401001,401,27/03/2025,28/03/2025,150,150,EUR
PLY0003841,RoyalPlex,Casino,250327401001,401,27/03/2025,,150,0,EUR
PLY0003844,RoyalPlex,Casino,250327401001,401,27/03/2025,,150,0,EUR
PLY0003839,StarStake,,250326603003,603,26/03/2025,,300,0,USD
PLY0003837,StarStake,,250326603003,603,26/03/2025,,300,0,USD
PLY0003838,StarStake,,250326603003,603,26/03/2025,,300,0,USD
PLY0003835,StarStake,,250326602002,602,26/03/2025,,300,0,USD
PLY0003836,StarStake,,250326602002,602,26/03/2025,,300,0,USD
PLY0003834,StarStake,,250326602002,602,26/03/2025,29/03/2025,300,300,USD
PLY0003831,StarStake,,250326601001,601,26/03/2025,,300,0,USD
PLY0003828,StarStake,,250326601001,601,26/03/2025,31/03/2025,300,300,USD
PLY0003832,StarStake,,250326601001,601,26/03/2025,29/03/2025,300,300,USD
PLY0003829,StarStake,,250326601001,601,26/03/2025,,300,0,USD
PLY0003833,StarStake,,250326601001,601,26/03/2025,,300,0,USD
PLY0003830,StarStake,,250326601001,601,26/03/2025,29/03/2025,300,300,USD
PLY0003825,BlazeWin,,250326503003,503,26/03/2025,,190,0,EUR
PLY0003824,BlazeWin,,250326503003,503,26/03/2025,,190,0,EUR
PLY0003823,BlazeWin,,250326503003,503,26/03/2025,30/03/2025,190,190,EUR
PLY0003822,BlazeWin,,250326503003,503,26/03/2025,,190,0,EUR
PLY0003826,BlazeWin,,250326503003,503,26/03/2025,,190,0,EUR
PLY0003827,BlazeWin,,250326503003,503,26/03/2025,,190,0,EUR
PLY0003816,BlazeWin,,250326502002,502,26/03/2025,,190,0,EUR
PLY0003818,BlazeWin,,250326502002,502,26/03/2025,,190,0,EUR
PLY0003819,BlazeWin,,250326502002,502,26/03/2025,,190,0,EUR
PLY0003817,BlazeWin,,250326502002,502,26/03/2025,,190,0,EUR
PLY0003820,BlazeWin,,250326502002,502,26/03/2025,,190,0,EUR
PLY0003821,BlazeWin,,250326502002,502,26/03/2025,,190,0,EUR
PLY0003810,BlazeWin,,250326501001,501,26/03/2025,27/03/2025,190,190,EUR
PLY0003815,BlazeWin,,250326501001,501,26/03/2025,,190,0,EUR
PLY0003814,BlazeWin,,250326501001,501,26/03/2025,,190,0,EUR
PLY0003812,BlazeWin,,250326501001,501,26/03/2025,,190,0,EUR
PLY0003813,BlazeWin,,250326501001,501,26/03/2025,,190,0,EUR
PLY0003811,BlazeWin,,250326501001,501,26/03/2025,30/03/2025,190,190,EUR
PLY0003809,RoyalPlex,Sportsbook,250326411003,411,26/03/2025,,225,0,EUR
PLY0003806,RoyalPlex,Sportsbook,250326411003,411,26/03/2025,,225,0,EUR
PLY0003805,RoyalPlex,Sportsbook,250326411003,411,26/03/2025,,225,0,EUR
PLY0003807,RoyalPlex,Sportsbook,250326411003,411,26/03/2025,,225,0,EUR
PLY0003808,RoyalPlex,Sportsbook,250326411003,411,26/03/2025,29/03/2025,225,225,EUR
PLY0003804,RoyalPlex,Sportsbook,250326411003,411,26/03/2025,,225,0,EUR
PLY0003803,RoyalPlex,Casino,250326402002,402,26/03/2025,,150,0,EUR
PLY0003798,RoyalPlex,Casino,250326402002,402,26/03/2025,,150,0,EUR
PLY0003800,RoyalPlex,Casino,250326402002,402,26/03/2025,,150,0,EUR
PLY0003801,RoyalPlex,Casino,250326402002,402,26/03/2025,,150,0,EUR
PLY0003802,RoyalPlex,Casino,250326402002,402,26/03/2025,,150,0,EUR
PLY0003797,RoyalPlex,Casino,250326402002,402,26/03/2025,,150,0,EUR
PLY0003799,RoyalPlex,Casino,250326402002,402,26/03/2025,,150,0,EUR
PLY0003796,RoyalPlex,Casino,250326401001,401,26/03/2025,,150,0,EUR
PLY0003794,RoyalPlex,Casino,250326401001,401,26/03/2025,,150,0,EUR
PLY0003795,RoyalPlex,Casino,250326401001,401,26/03/2025,,150,0,EUR
PLY0003792,StarStake,,250325603003,603,25/03/2025,,300,0,USD
PLY0003793,StarStake,,250325603003,603,25/03/2025,,300,0,USD
PLY0003791,StarStake,,250325603003,603,25/03/2025,,300,0,USD
PLY0003788,StarStake,,250325603003,603,25/03/2025,,300,0,USD
PLY0003789,StarStake,,250325603003,603,25/03/2025,,300,0,USD
PLY0003787,StarStake,,250325603003,603,25/03/2025,26/03/2025,300,300,USD
PLY0003790,StarStake,,250325603003,603,25/03/2025,26/03/2025,300,300,USD
PLY0003782,StarStake,,250325602002,602,25/03/2025,25/03/2025,300,300,USD
PLY0003780,StarStake,,250325602002,602,25/03/2025,,300,0,USD
PLY0003781,StarStake,,250325602002,602,25/03/2025,,300,0,USD
PLY0003783,StarStake,,250325602002,602,25/03/2025,,300,0,USD
PLY0003785,StarStake,,250325602002,602,25/03/2025,,300,0,USD
PLY0003784,StarStake,,250325602002,602,25/03/2025,,300,0,USD
PLY0003786,StarStake,,250325602002,602,25/03/2025,,300,0,USD
PLY0003776,StarStake,,250325601001,601,25/03/2025,,300,0,USD
PLY0003777,StarStake,,250325601001,601,25/03/2025,29/03/2025,300,300,USD
PLY0003775,StarStake,,250325601001,601,25/03/2025,,300,0,USD
PLY0003779,StarStake,,250325601001,601,25/03/2025,27/03/2025,300,300,USD
PLY0003778,StarStake,,250325601001,601,25/03/2025,,300,0,USD
PLY0003774,StarStake,,250325601001,601,25/03/2025,,300,0,USD
PLY0003772,BlazeWin,,250325503003,503,25/03/2025,,190,0,EUR
PLY0003771,BlazeWin,,250325503003,503,25/03/2025,,190,0,EUR
PLY0003768,BlazeWin,,250325503003,503,25/03/2025,,190,0,EUR
PLY0003770,BlazeWin,,250325503003,503,25/03/2025,,190,0,EUR
PLY0003769,BlazeWin,,250325503003,503,25/03/2025,31/03/2025,190,190,EUR
PLY0003767,BlazeWin,,250325503003,503,25/03/2025,,190,0,EUR
PLY0003773,BlazeWin,,250325503003,503,25/03/2025,,190,0,EUR
PLY0003762,BlazeWin,,250325502002,502,25/03/2025,,190,0,EUR
PLY0003765,BlazeWin,,250325502002,502,25/03/2025,,190,0,EUR
PLY0003760,BlazeWin,,250325502002,502,25/03/2025,,190,0,EUR
PLY0003766,BlazeWin,,250325502002,502,25/03/2025,,190,0,EUR
PLY0003761,BlazeWin,,250325502002,502,25/03/2025,,190,0,EUR
PLY0003764,BlazeWin,,250325502002,502,25/03/2025,,190,0,EUR
PLY0003763,BlazeWin,,250325502002,502,25/03/2025,,190,0,EUR
PLY0003759,BlazeWin,,250325501001,501,25/03/2025,,190,0,EUR
PLY0003756,BlazeWin,,250325501001,501,25/03/2025,,190,0,EUR
PLY0003755,BlazeWin,,250325501001,501,25/03/2025,,190,0,EUR
PLY0003757,BlazeWin,,250325501001,501,25/03/2025,,190,0,EUR
PLY0003758,BlazeWin,,250325501001,501,25/03/2025,,190,0,EUR
PLY0003754,BlazeWin,,250325501001,501,25/03/2025,26/03/2025,190,190,EUR
PLY0003748,RoyalPlex,Sportsbook,250325411003,411,25/03/2025,25/03/2025,225,225,EUR
PLY0003753,RoyalPlex,Sportsbook,250325411003,411,25/03/2025,30/03/2025,225,225,EUR
PLY0003747,RoyalPlex,Sportsbook,250325411003,411,25/03/2025,,225,0,EUR
PLY0003752,RoyalPlex,Sportsbook,250325411003,411,25/03/2025,,225,0,EUR
PLY0003751,RoyalPlex,Sportsbook,250325411003,411,25/03/2025,27/03/2025,225,225,EUR
PLY0003750,RoyalPlex,Sportsbook,250325411003,411,25/03/2025,,225,0,EUR
PLY0003749,RoyalPlex,Sportsbook,250325411003,411,25/03/2025,25/03/2025,225,225,EUR
PLY0003745,RoyalPlex,Casino,250325402002,402,25/03/2025,,150,0,EUR
PLY0003746,RoyalPlex,Casino,250325402002,402,25/03/2025,,150,0,EUR
PLY0003743,RoyalPlex,Casino,250325402002,402,25/03/2025,,150,0,EUR
PLY0003744,RoyalPlex,Casino,250325402002,402,25/03/2025,,150,0,EUR
PLY0003742,RoyalPlex,Casino,250325401001,401,25/03/2025,,150,0,EUR
PLY0003741,RoyalPlex,Casino,250325401001,401,25/03/2025,,150,0,EUR
PLY0003739,RoyalPlex,Casino,250325401001,401,25/03/2025,,150,0,EUR
PLY0003738,RoyalPlex,Casino,250325401001,401,25/03/2025,,150,0,EUR
PLY0003740,RoyalPlex,Casino,250325401001,401,25/03/2025,,150,0,EUR
PLY0003735,StarStake,,250324603003,603,24/03/2025,,300,0,USD
PLY0003737,StarStake,,250324603003,603,24/03/2025,,300,0,USD
PLY0003736,StarStake,,250324603003,603,24/03/2025,,300,0,USD
PLY0003734,StarStake,,250324602002,602,24/03/2025,,300,0,USD
PLY0003731,StarStake,,250324602002,602,24/03/2025,,300,0,USD
PLY0003732,StarStake,,250324602002,602,24/03/2025,28/03/2025,300,300,USD
PLY0003733,StarStake,,250324602002,602,24/03/2025,30/03/2025,300,300,USD
PLY0003730,StarStake,,250324601001,601,24/03/2025,27/03/2025,300,300,USD
PLY0003729,StarStake,,250324601001,601,24/03/2025,,300,0,USD
PLY0003727,StarStake,,250324601001,601,24/03/2025,,300,0,USD
PLY0003728,StarStake,,250324601001,601,24/03/2025,,300,0,USD
PLY0003724,BlazeWin,,250324503003,503,24/03/2025,27/03/2025,190,190,EUR
PLY0003725,BlazeWin,,250324503003,503,24/03/2025,,190,0,EUR
,BlazeWin,,250324503003,503,24/03/2025,,190,0,EUR
PLY0003721,BlazeWin,,250324503003,503,24/03/2025,,190,0,EUR
PLY0003726,BlazeWin,,250324503003,503,24/03/2025,,190,0,EUR
PLY0003723,BlazeWin,,250324503003,503,24/03/2025,27/03/2025,190,190,EUR
PLY0003720,BlazeWin,,250324503003,503,24/03/2025,,190,0,EUR
PLY0003716,BlazeWin,,250324502002,502,24/03/2025,,190,0,EUR
PLY0003715,BlazeWin,,250324502002,502,24/03/2025,,190,0,EUR
PLY0003714,BlazeWin,,250324502002,502,24/03/2025,25/03/2025,190,190,EUR
PLY0003719,BlazeWin,,250324502002,502,24/03/2025,,190,0,EUR
PLY0003713,BlazeWin,,250324502002,502,24/03/2025,,190,0,EUR
PLY0003717,BlazeWin,,250324502002,502,24/03/2025,,190,0,EUR
PLY0003718,BlazeWin,,250324502002,502,24/03/2025,,190,0,EUR
PLY0003711,BlazeWin,,250324501001,501,24/03/2025,,190,0,EUR
PLY0003712,BlazeWin,,250324501001,501,24/03/2025,,190,0,EUR
PLY0003710,BlazeWin,,250324501001,501,24/03/2025,,190,0,EUR
PLY0003707,RoyalPlex,Sportsbook,250324411003,411,24/03/2025,,225,0,EUR
PLY0003708,RoyalPlex,Sportsbook,250324411003,411,24/03/2025,,225,0,EUR
